ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmp6,Age,Age_Category,Income_Category,Total_Children,Total_Amount,Length,Frequency,Monetary,lrfm_score_total,lrfm_segment,DominantChannel
7987,1969,Graduate,Coupled,65747.0,2014-03-07,96,346,17,48,23,13,13,4,8,1,6,0,1,0,0,0,0,45,Adult,Medium,1,460,211,15,460,8,Silver,NumWebPurchases
7798,1972,Graduate,Coupled,46344.0,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,0,0,0,0,0,0,40,Adult,Medium,1,429,659,13,429,14,Platinum,NumWebPurchases
92,1988,Graduate,Single,34176.0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,0,0,0,0,0,0,26,Young,Low,1,89,145,7,89,10,Silver,NumStorePurchases
7055,1952,Graduate,Coupled,61010.0,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,0,0,0,0,0,0,60,Senior,Medium,1,1021,725,24,1021,17,Diamond,NumStorePurchases
10240,1949,Graduate,Coupled,69372.0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,0,1,1,0,0,1,64,Senior,High,0,1381,592,20,1381,18,Diamond,NumWebPurchases
3025,1958,Graduate,Single,49967.0,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,0,0,0,0,0,0,55,Senior,Medium,1,306,453,12,306,14,Platinum,NumWebPurchases
9283,1978,Graduate,Single,60199.0,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,0,0,0,0,0,0,35,Young,Medium,3,18,387,3,18,8,Silver,NumStorePurchases
9970,1977,Graduate,Coupled,55375.0,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,0,0,0,0,0,0,36,Young,Medium,1,162,352,8,162,11,Silver,NumStorePurchases
2730,1955,Graduate,Single,80317.0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,0,0,0,0,0,0,58,Senior,High,0,1231,410,17,1231,14,Platinum,NumStorePurchases
2795,1958,Graduate,Single,30523.0,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,0,0,0,0,0,0,55,Senior,Low,3,13,460,3,13,10,Silver,NumStorePurchases
9260,1945,Graduate,Coupled,70356.0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,0,0,0,0,0,0,67,Senior,High,0,1706,698,25,1706,19,Diamond,NumWebPurchases
8182,1984,Graduate,Coupled,23228.0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,0,0,0,0,0,0,30,Young,Low,1,121,272,7,121,7,Bronze,NumStorePurchases
10095,1975,Graduate,Single,74165.0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,0,0,0,0,0,0,38,Adult,High,0,1293,521,19,1293,17,Diamond,NumStorePurchases
8475,1973,Graduate,Coupled,157243.0,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,41,Adult,High,1,1608,217,22,1608,12,Gold,NumCatalogPurchases
4370,1966,Graduate,Coupled,43482.0,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,0,0,0,0,0,0,47,Adult,Medium,3,88,325,6,88,7,Bronze,NumStorePurchases
10573,1953,Graduate,Single,62551.0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,1,0,0,0,0,0,60,Senior,Medium,0,421,320,17,421,13,Gold,NumCatalogPurchases
3712,1959,Graduate,Single,52332.0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,0,1,0,0,0,0,54,Adult,Medium,0,259,402,11,259,11,Silver,NumStorePurchases
6637,1988,Graduate,Single,66951.0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,0,0,0,0,0,0,25,Young,Medium,0,1117,336,14,1117,12,Gold,NumStorePurchases
3152,1957,Graduate,Coupled,26091.0,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,0,0,0,0,0,0,57,Senior,Low,2,89,221,6,89,6,Bronze,NumStorePurchases
5610,1965,Graduate,Coupled,33456.0,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,0,0,0,0,0,0,49,Adult,Low,2,36,166,4,36,6,Bronze,NumStorePurchases
6460,1982,Graduate,Coupled,28718.0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,0,0,0,0,0,0,31,Young,Low,1,57,448,5,57,8,Silver,NumStorePurchases
1349,1970,Graduate,Coupled,50447.0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,0,0,0,0,0,0,44,Adult,Medium,2,148,166,7,148,10,Silver,NumWebPurchases
1880,1959,Graduate,Coupled,53537.0,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,0,0,0,0,0,0,55,Senior,Medium,2,93,247,6,93,11,Silver,NumStorePurchases
641,1967,Graduate,Single,52074.0,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,1,0,0,0,0,0,47,Adult,Medium,1,119,183,6,119,7,Bronze,NumWebPurchases
8717,1975,Graduate,Coupled,80427.0,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,0,0,0,0,0,0,37,Adult,High,1,1835,752,27,1835,18,Diamond,NumWebPurchases
10314,1948,Graduate,Coupled,83837.0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,0,1,0,1,0,1,64,Senior,High,0,1318,657,24,1318,16,Platinum,NumCatalogPurchases
10854,1970,Graduate,Coupled,38853.0,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,0,0,0,0,0,0,44,Adult,Medium,2,45,134,5,45,4,Bronze,NumStorePurchases
10492,1959,Graduate,Coupled,38285.0,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,0,0,0,0,0,0,55,Senior,Medium,3,10,102,3,10,4,Bronze,NumStorePurchases
6935,1951,Graduate,Coupled,78497.0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,0,0,0,1,0,0,62,Senior,High,0,978,307,24,978,14,Platinum,NumStorePurchases
7698,1976,Graduate,Coupled,51650.0,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,0,0,0,0,0,0,38,Adult,Medium,1,191,146,9,191,6,Bronze,NumWebPurchases
3559,1988,Graduate,Coupled,16248.0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,0,0,0,0,0,0,26,Young,Low,1,57,147,6,57,7,Bronze,NumStorePurchases
10562,1946,Graduate,Coupled,66835.0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,0,0,0,0,0,0,67,Senior,Medium,0,1033,371,23,1033,15,Platinum,NumStorePurchases
10796,1984,Graduate,Coupled,30477.0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,0,0,0,0,0,0,30,Young,Low,1,66,255,5,66,10,Silver,NumStorePurchases
2563,1961,Non-Graduate,Coupled,28249.0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,0,0,0,0,0,0,53,Adult,Low,0,43,111,5,43,4,Bronze,NumStorePurchases
3518,1983,Graduate,Coupled,25271.0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,0,0,0,0,0,0,29,Young,Low,1,50,668,4,50,10,Silver,NumStorePurchases
5823,1970,Graduate,Single,32303.0,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,0,0,0,0,0,0,44,Adult,Low,1,39,210,5,39,5,Bronze,NumStorePurchases
3934,1966,Graduate,Coupled,61286.0,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,0,0,0,0,0,0,47,Adult,Medium,1,608,428,16,608,14,Platinum,NumStorePurchases
6982,1976,Graduate,Coupled,74068.0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,0,0,0,0,0,0,37,Adult,High,0,1581,564,23,1581,19,Diamond,NumCatalogPurchases
6431,1964,Graduate,Coupled,45759.0,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,0,0,0,0,0,0,49,Adult,Medium,2,68,588,5,68,12,Gold,NumStorePurchases
9733,1978,Non-Graduate,Coupled,24882.0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,1,0,0,0,0,0,34,Young,Low,1,80,755,4,80,11,Silver,NumStorePurchases
5602,1989,Graduate,Coupled,66973.0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,0,0,0,0,0,0,24,Young,Medium,0,1282,505,27,1282,14,Platinum,NumStorePurchases
1324,1988,Graduate,Coupled,38872.0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,0,0,0,0,0,0,25,Young,Medium,1,91,492,6,91,8,Silver,NumWebPurchases
326,1973,Graduate,Coupled,51148.0,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,0,0,0,0,0,0,40,Adult,Medium,2,315,593,12,315,14,Platinum,NumStorePurchases
7224,1977,Graduate,Coupled,31353.0,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,0,0,0,0,0,0,36,Young,Low,2,31,279,4,31,8,Silver,NumStorePurchases
6999,1980,Graduate,Coupled,69661.0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,0,0,0,0,0,0,34,Young,High,0,834,144,22,834,11,Silver,NumStorePurchases
9938,1954,Graduate,Coupled,80067.0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,0,0,1,0,0,0,59,Senior,High,0,1600,380,16,1600,12,Gold,NumCatalogPurchases
6422,1954,Graduate,Coupled,86718.0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,0,0,0,0,0,0,59,Senior,High,0,1270,625,16,1270,17,Diamond,NumCatalogPurchases
3182,1973,Graduate,Single,46854.0,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,1,0,0,0,0,1,41,Adult,Medium,2,263,187,9,263,7,Bronze,NumWebPurchases
7300,1952,Graduate,Single,69142.0,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,0,1,0,0,0,0,62,Senior,High,1,535,97,16,535,11,Silver,NumWebPurchases
10424,1968,Graduate,Single,75922.0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,0,0,0,0,0,0,45,Adult,High,0,1295,299,17,1295,13,Gold,NumStorePurchases
8727,1978,Graduate,Single,63693.0,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,0,0,0,0,0,0,35,Young,Medium,1,1150,355,26,1150,13,Gold,NumWebPurchases
2798,1977,Graduate,Coupled,102160.0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,0,1,1,1,0,1,35,Young,High,0,1240,701,26,1240,18,Diamond,NumStorePurchases
1030,1965,Graduate,Single,40637.0,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,0,0,0,0,0,0,48,Adult,Medium,2,38,444,4,38,7,Bronze,NumStorePurchases
624,1984,Graduate,Single,18890.0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,1,0,0,0,0,1,28,Young,Low,0,35,693,3,35,12,Gold,NumStorePurchases
5176,1988,Graduate,Coupled,29604.0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,1,0,0,0,0,0,25,Young,Low,1,53,300,4,53,5,Bronze,NumStorePurchases
5552,1963,Graduate,Single,48721.0,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,0,0,0,0,0,0,50,Adult,Medium,2,293,509,11,293,12,Gold,NumStorePurchases
868,1966,Graduate,Coupled,44794.0,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,0,0,0,0,0,0,48,Adult,Medium,1,65,118,5,65,5,Bronze,NumStorePurchases
380,1954,Graduate,Single,64497.0,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,1,0,0,0,0,1,58,Senior,Medium,1,1804,754,24,1804,20,Diamond,NumWebPurchases
2677,1956,Graduate,Coupled,46097.0,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,0,0,0,0,0,0,57,Senior,Medium,1,241,552,10,241,15,Platinum,NumStorePurchases
6521,1954,Graduate,Coupled,77972.0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,0,0,0,0,0,0,60,Senior,High,0,1101,200,19,1101,14,Platinum,NumStorePurchases
6927,1968,Graduate,Coupled,44377.0,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,0,0,0,0,0,0,44,Adult,Medium,2,264,729,11,264,13,Gold,NumWebPurchases
2877,1974,Graduate,Coupled,46014.0,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,0,0,0,0,0,0,39,Adult,Medium,2,541,621,16,541,15,Platinum,NumStorePurchases
0,1985,Graduate,Coupled,70951.0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,0,0,0,0,0,0,28,Young,High,0,1198,518,16,1198,14,Platinum,NumStorePurchases
1584,1977,Graduate,Coupled,41443.0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,0,0,0,0,0,0,37,Adult,Medium,1,482,186,14,482,9,Silver,NumWebPurchases
7264,1978,Graduate,Single,52195.0,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,0,0,0,0,0,0,36,Young,Medium,3,17,145,3,17,8,Silver,NumStorePurchases
6274,1948,Graduate,Coupled,83790.0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,0,1,1,0,0,0,65,Senior,High,0,1615,323,24,1615,13,Gold,NumCatalogPurchases
1377,1954,Graduate,Single,44551.0,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,0,0,0,0,0,0,59,Senior,Medium,1,285,399,10,285,13,Gold,NumStorePurchases
454,1980,Graduate,Coupled,69508.0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,0,0,0,0,0,0,32,Young,High,1,1135,689,26,1135,17,Diamond,NumWebPurchases
1755,1988,Graduate,Coupled,45204.0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,0,0,0,0,0,0,26,Young,Medium,1,114,176,6,114,6,Bronze,NumStorePurchases
2075,1969,Graduate,Coupled,72460.0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,0,0,0,0,0,0,44,Adult,High,0,1047,324,15,1047,12,Gold,NumStorePurchases
4785,1970,Graduate,Coupled,77622.0,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,0,0,0,0,0,0,44,Adult,High,2,714,173,20,714,14,Platinum,NumStorePurchases
9076,1980,Graduate,Coupled,30732.0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,0,0,0,0,0,0,33,Young,Low,1,185,637,9,185,11,Silver,NumWebPurchases
7079,1962,Graduate,Single,63887.0,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,0,0,0,0,0,0,50,Adult,Medium,1,1245,756,27,1245,19,Diamond,NumStorePurchases
4653,1978,Graduate,Coupled,42011.0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,0,0,0,0,0,0,35,Young,Medium,1,189,557,8,189,11,Silver,NumStorePurchases
7375,1976,Graduate,Coupled,51369.0,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,0,0,0,0,0,0,36,Young,Medium,1,576,709,14,576,12,Gold,NumWebPurchases
709,1952,Graduate,Single,51537.0,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,0,0,0,0,0,0,60,Senior,Medium,1,1103,664,15,1103,16,Platinum,NumStorePurchases
460,1972,Graduate,Coupled,79930.0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,0,0,0,0,0,0,40,Adult,High,0,1753,787,16,1753,16,Platinum,NumStorePurchases
3726,1986,Graduate,Coupled,34320.0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,0,0,0,0,0,0,28,Young,Low,1,17,230,3,17,5,Bronze,NumStorePurchases
6798,1966,Graduate,Single,37070.0,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,0,0,0,0,0,1,47,Adult,Medium,2,433,563,14,433,14,Platinum,NumStorePurchases
5341,1962,Graduate,Single,81975.0,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,0,0,1,0,0,0,51,Adult,High,1,1588,637,13,1588,17,Diamond,NumWebPurchases
1606,1971,Graduate,Coupled,38590.0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,0,0,0,0,0,0,42,Adult,Medium,1,22,507,3,22,7,Bronze,NumStorePurchases
9617,1951,Graduate,Single,15033.0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,0,0,0,0,0,0,63,Senior,Low,0,19,171,4,19,7,Bronze,NumStorePurchases
3233,1965,Graduate,Coupled,62745.0,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,0,0,0,0,0,0,48,Adult,Medium,1,1117,560,26,1117,14,Platinum,NumStorePurchases
89,1975,Graduate,Coupled,22212.0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,0,0,0,0,0,0,38,Adult,Low,1,69,299,6,69,9,Silver,NumStorePurchases
2936,1982,Graduate,Coupled,23661.0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,0,0,0,0,0,0,31,Young,Low,1,23,304,4,23,7,Bronze,NumStorePurchases
9449,1958,Graduate,Single,79761.0,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,0,0,0,0,0,0,55,Senior,High,1,605,365,18,605,13,Gold,NumStorePurchases
7297,1973,Graduate,Single,7500.0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,0,0,0,0,0,0,40,Adult,Low,1,57,282,7,57,9,Silver,NumWebPurchases
313,1968,Graduate,Single,73455.0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,0,1,0,0,0,0,45,Adult,High,0,2088,341,21,2088,13,Gold,NumStorePurchases
9940,1958,Graduate,Coupled,64961.0,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,0,0,0,0,0,0,54,Adult,Medium,1,1009,650,14,1009,12,Gold,NumWebPurchases
10735,1971,Graduate,Single,22804.0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,0,0,0,0,0,0,42,Adult,Low,1,26,430,4,26,7,Bronze,NumWebPurchases
9529,1990,Graduate,Coupled,73687.0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,0,0,0,1,0,1,23,Young,High,0,1627,310,21,1627,17,Diamond,NumCatalogPurchases
6439,1958,Graduate,Coupled,61074.0,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,0,0,0,0,0,0,54,Adult,Medium,1,1102,778,24,1102,18,Diamond,NumWebPurchases
7411,1964,Graduate,Coupled,31686.0,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,0,0,0,0,0,0,50,Adult,Low,2,17,121,4,17,7,Bronze,NumStorePurchases
2176,1972,Graduate,Coupled,80134.0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,0,1,1,1,0,1,41,Adult,High,1,1690,502,14,1690,14,Platinum,NumStorePurchases
9265,1953,Graduate,Coupled,75027.0,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,0,0,0,0,0,0,60,Senior,High,1,1390,633,19,1390,15,Platinum,NumWebPurchases
8867,1988,Graduate,Coupled,67546.0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,0,0,0,0,0,0,24,Young,Medium,0,2126,764,19,2126,15,Platinum,NumCatalogPurchases
8932,1969,Graduate,Coupled,65176.0,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,0,0,0,0,0,0,43,Adult,Medium,1,1531,705,21,1531,18,Diamond,NumWebPurchases
10236,1975,Graduate,Single,31160.0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,0,0,0,0,0,0,38,Adult,Low,1,64,383,5,64,8,Silver,NumStorePurchases
6340,1985,Graduate,Single,29938.0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,0,0,0,0,0,0,28,Young,Low,1,26,342,4,26,7,Bronze,NumStorePurchases
10089,1974,Graduate,Single,102692.0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,0,1,1,1,1,1,39,Adult,High,0,1112,547,28,1112,18,Diamond,NumStorePurchases
2227,1958,Graduate,Coupled,26490.0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,0,0,0,0,0,0,54,Adult,Low,0,210,742,9,210,11,Silver,NumStorePurchases
10992,1967,Graduate,Coupled,75702.0,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,0,0,0,0,0,0,45,Adult,High,2,1148,766,21,1148,16,Platinum,NumStorePurchases
5304,1974,Graduate,Single,30899.0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,0,0,0,0,0,0,38,Adult,Low,1,33,721,4,33,11,Silver,NumStorePurchases
309,1961,Graduate,Coupled,63342.0,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,0,1,0,0,0,0,51,Adult,Medium,1,1101,718,16,1101,16,Platinum,NumWebPurchases
3406,1964,Graduate,Single,45989.0,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,0,0,0,0,0,0,48,Adult,Medium,1,322,712,12,322,12,Gold,NumStorePurchases
2661,1964,Graduate,Single,18701.0,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,0,0,0,0,0,0,49,Adult,Low,2,44,487,6,44,7,Bronze,NumStorePurchases
3153,1957,Graduate,Single,40737.0,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,0,0,0,0,0,0,56,Senior,Medium,3,17,300,3,17,8,Silver,NumStorePurchases
10264,1979,Graduate,Single,15287.0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,1,0,0,0,0,1,33,Young,Low,1,31,724,4,31,9,Silver,NumStorePurchases
1184,1968,Graduate,Single,69674.0,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,0,0,0,0,0,0,45,Adult,High,2,845,500,22,845,15,Platinum,NumWebPurchases
4200,1970,Graduate,Coupled,44159.0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,0,0,0,0,0,0,44,Adult,Medium,1,275,109,11,275,8,Silver,NumStorePurchases
9396,1978,Graduate,Coupled,37717.0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,0,0,0,0,0,0,34,Young,Medium,1,25,680,3,25,11,Silver,NumStorePurchases
2387,1952,Graduate,Coupled,43776.0,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,0,0,0,0,0,1,61,Senior,Medium,2,275,608,11,275,15,Platinum,NumWebPurchases
6690,1966,Graduate,Coupled,38179.0,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,0,0,0,0,0,0,47,Adult,Medium,2,90,569,7,90,12,Gold,NumWebPurchases
1225,1963,Graduate,Coupled,80124.0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,0,0,0,0,0,51,Adult,High,0,1495,100,18,1495,13,Gold,NumStorePurchases
9703,1970,Graduate,Coupled,38097.0,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,1,0,0,0,0,1,42,Adult,Medium,2,184,719,7,184,11,Silver,NumWebPurchases
291,1970,Graduate,Coupled,72940.0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,0,0,0,0,0,0,43,Adult,High,0,981,472,12,981,15,Platinum,NumStorePurchases
4557,1970,Graduate,Coupled,22070.0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,0,0,0,0,0,0,43,Adult,Low,1,67,365,6,67,11,Silver,NumWebPurchases
2379,1953,Graduate,Single,69267.0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,0,0,0,0,0,1,59,Senior,High,0,1635,742,12,1635,17,Diamond,NumStorePurchases
5726,1983,Graduate,Single,31788.0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,0,0,0,0,0,0,31,Young,Low,1,60,198,7,60,10,Silver,NumStorePurchases
3066,1975,Graduate,Coupled,61905.0,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,0,0,0,0,0,0,39,Adult,Medium,1,231,242,10,231,13,Gold,NumWebPurchases
6336,1960,Graduate,Coupled,29315.0,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,0,0,0,0,0,0,54,Adult,Low,2,48,181,6,48,7,Bronze,NumStorePurchases
10967,1963,Graduate,Single,33378.0,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,0,0,0,0,0,0,50,Adult,Low,2,99,605,6,99,12,Gold,NumStorePurchases
2304,1963,Graduate,Coupled,66313.0,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,0,0,0,0,0,0,50,Adult,Medium,1,770,383,21,770,13,Gold,NumStorePurchases
3445,1956,Graduate,Single,60714.0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,0,0,0,0,0,1,57,Senior,Medium,0,957,625,21,957,16,Platinum,NumStorePurchases
7828,1981,Graduate,Coupled,77882.0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,0,0,0,0,0,0,33,Young,High,0,818,157,11,818,12,Gold,NumStorePurchases
3762,1986,Graduate,Single,69867.0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,0,0,0,1,0,1,27,Young,High,0,925,550,16,925,16,Platinum,NumStorePurchases
4391,1968,Graduate,Single,63841.0,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,0,0,0,0,0,0,45,Adult,Medium,1,908,531,21,908,15,Platinum,NumWebPurchases
4669,1981,Non-Graduate,Coupled,24480.0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,0,0,0,0,0,0,32,Young,Low,1,102,600,7,102,11,Silver,NumStorePurchases
10144,1976,Graduate,Coupled,51369.0,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,0,0,0,0,0,0,36,Young,Medium,1,576,709,14,576,12,Gold,NumWebPurchases
8652,1946,Graduate,Coupled,37760.0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,0,0,0,0,0,0,66,Senior,Medium,0,317,764,11,317,15,Platinum,NumStorePurchases
1672,1974,Graduate,Coupled,65640.0,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,0,0,0,0,0,0,40,Adult,Medium,1,461,217,14,461,9,Silver,NumStorePurchases
8962,1975,Graduate,Coupled,44319.0,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,0,0,0,0,0,0,39,Adult,Medium,2,37,170,5,37,8,Silver,NumStorePurchases
9974,1974,Graduate,Coupled,30631.0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,0,0,0,0,0,0,39,Adult,Low,1,70,449,6,70,9,Silver,NumWebPurchases
10983,1952,Graduate,Coupled,75278.0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,0,0,0,0,0,0,61,Senior,High,0,930,613,22,930,18,Diamond,NumStorePurchases
8148,1956,Graduate,Coupled,50898.0,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,0,0,0,0,0,0,57,Senior,Medium,2,859,634,20,859,13,Gold,NumStorePurchases
10102,1966,Graduate,Single,79946.0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,0,0,0,0,0,0,48,Adult,High,0,1478,145,21,1478,16,Platinum,NumCatalogPurchases
4697,1949,Graduate,Single,35416.0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,0,0,0,0,0,0,64,Senior,Medium,0,390,478,13,390,11,Silver,NumWebPurchases
9262,1984,Graduate,Coupled,32414.0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,1,0,0,0,0,0,29,Young,Low,0,52,457,4,52,10,Silver,NumStorePurchases
7254,1969,Graduate,Coupled,38361.0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,0,0,0,0,0,0,44,Adult,Medium,1,137,281,7,137,8,Silver,NumWebPurchases
4543,1980,Graduate,Coupled,82497.0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,0,0,1,0,0,0,32,Young,High,0,1919,703,18,1919,18,Diamond,NumStorePurchases
4927,1971,Graduate,Coupled,16626.0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,0,0,0,0,0,0,43,Adult,Low,2,68,262,6,68,8,Silver,NumWebPurchases
10451,1965,Graduate,Coupled,29672.0,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,0,0,0,0,0,0,48,Adult,Low,2,25,571,3,25,11,Silver,NumStorePurchases
